"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"PICHINCHA",-0.1487946,-78.5064473,32,"MUJER","FALLECIDO","NO DETERMINADA",2023-05-29,"FALLECIDO",2023-06-05,2023,5,29,7,"18-35"
"GUAYAS",-2.0721549,-79.9345141,59,"HOMBRE","FISCALÍA","FISCALIA",2023-05-23,"ENCONTRADO",2023-06-01,2023,5,23,9,"36-64"
"COTOPAXI",-0.93366793,-78.60400465,35,"HOMBRE","EXTRAVIADA","HOSPITALIZADO",2023-04-13,"ENCONTRADO",2023-06-01,2023,4,13,49,"18-35"
"GUAYAS",-2.16554702,-79.83410674,56,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-07,"FALLECIDO",2023-05-09,2023,4,7,32,"36-64"
"PICHINCHA",-0.2860966,-78.5263815,25,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-06,"FALLECIDO",2023-04-09,2023,4,6,3,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.22290319,-79.19184497,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-29,"ENCONTRADO",2023-06-03,2023,5,29,5,"13-17"
"LOJA",-4.0127945,-79.2259041,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-12,2023,5,30,13,"13-17"
"PICHINCHA",-0.300783,-78.5386078,17,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-08,"ENCONTRADO",2023-04-08,2023,4,8,0,"13-17"
"PICHINCHA",-0.2199087,-78.5186995,22,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-04-08,"ENCONTRADO",2023-04-09,2023,4,8,1,"18-35"
"MANABI",0.10879,-80.04149,12,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-28,"ENCONTRADO",2023-06-01,2023,5,28,4,"12 o menos"
"CHIMBORAZO",-1.67121,-78.65225018,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-08,"ENCONTRADO",2023-04-09,2023,4,8,1,"18-35"
"NAPO",-1.0738507,-77.7895546,17,"MUJER","SIN_DATO","SIN_DATO",2023-05-28,"DESAPARECIDO",NA,2023,5,28,NA,"13-17"
"GUAYAS",-2.13141194,-79.96288376,24,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-07,"FALLECIDO",2023-04-20,2023,4,7,13,"18-35"
"LOS RIOS",-1.0225124,-79.4604035,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-28,"ENCONTRADO",2023-06-03,2023,5,28,6,"13-17"
"GUAYAS",-2.2092717,-79.4327637,23,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-04-04,"ENCONTRADO",2023-04-13,2023,4,4,9,"18-35"
"MANABI",-0.9532753,-80.7429671,30,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-24,"ENCONTRADO",2023-06-01,2023,5,24,8,"18-35"
"GUAYAS",-2.24288745,-79.90907591,26,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-04,"DESAPARECIDO",NA,2023,4,4,NA,"18-35"
"GUAYAS",-2.14661711,-79.89145257,16,"MUJER","PROBLEMAS FAMILIARES","MALTRATO FISICO",2023-02-02,"ENCONTRADO",2023-05-05,2023,2,2,92,"13-17"
"PICHINCHA",-0.2188216,-78.5135489,75,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-31,"ENCONTRADO",2023-06-02,2023,5,31,2,"65 o mas"
"MORONA SANTIAGO",-2.26572246,-78.13147491,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-05,"ENCONTRADO",2023-04-09,2023,4,5,4,"13-17"
"PICHINCHA",-0.3086002,-78.5618265,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-04,"ENCONTRADO",2023-04-08,2023,4,4,4,"13-17"
"GUAYAS",-1.84203,-79.99605,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-04,"ENCONTRADO",2023-05-10,2023,5,4,6,"13-17"
"GUAYAS",-1.84203,-79.99605,1,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-04,"ENCONTRADO",2023-05-10,2023,5,4,6,"12 o menos"
"PICHINCHA",-0.3279421,-78.5409416,52,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-04-09,"FALLECIDO",2023-04-11,2023,4,9,2,"36-64"
"CHIMBORAZO",-1.67472078,-78.66382592,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-29,"ENCONTRADO",2023-05-05,2023,4,29,6,"13-17"
"GUAYAS",-2.2805355,-79.8757351,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-15,"ENCONTRADO",2023-06-06,2023,5,15,22,"13-17"
"PICHINCHA",-0.2582261,-78.5260302,71,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-09,"ENCONTRADO",2023-04-10,2023,4,9,1,"65 o mas"
"CHIMBORAZO",-1.63862598,-78.50928838,23,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-04-08,"FALLECIDO",2023-04-09,2023,4,8,1,"18-35"
"GUAYAS",-2.086033,-79.9957237,16,"MUJER","SIN_DATO","SIN_DATO",2023-05-23,"DESAPARECIDO",NA,2023,5,23,NA,"13-17"
"GUAYAS",-2.2402791,-79.9220686,20,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-30,"ENCONTRADO",2023-06-02,2023,5,30,3,"18-35"
"LOS RIOS",-0.7781123,-79.5153773,67,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-31,"ENCONTRADO",2023-04-10,2023,3,31,10,"65 o mas"
"GUAYAS",-2.19905303,-79.93375209,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-09,"ENCONTRADO",2023-04-24,2023,4,9,15,"13-17"
"GUAYAS",-2.168974,-79.8397207,28,"MUJER","PROBLEMAS SOCIALES","DROGADICCION",2023-04-02,"ENCONTRADO",2023-04-09,2023,4,2,7,"18-35"
"GUAYAS",-2.08391726,-79.98414579,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-08,"ENCONTRADO",2023-05-18,2023,4,8,40,"13-17"
"GUAYAS",-2.1880985,-79.9996885,20,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-31,"ENCONTRADO",2023-06-06,2023,5,31,6,"18-35"
"LOS RIOS",-0.87715941,-79.48770307,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-21,"ENCONTRADO",2023-03-29,2023,3,21,8,"13-17"
"LOS RIOS",-1.56490654,-79.75042105,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-10,"ENCONTRADO",2023-06-02,2023,5,10,23,"13-17"
"CAÑAR",-2.4298261,-79.33107737,24,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-24,"DESAPARECIDO",NA,2023,4,24,NA,"18-35"
"MANABI",-0.7140022,-80.109357,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-07,"ENCONTRADO",2023-04-14,2023,4,7,7,"13-17"
"LOS RIOS",-1.56490654,-79.75042105,17,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-10,"ENCONTRADO",2023-06-02,2023,5,10,23,"13-17"
"GUAYAS",-2.129365,-79.9031776,59,"HOMBRE","PROBLEMA ECÓNOMICOS","DEUDAS",2023-04-13,"ENCONTRADO",2023-05-06,2023,4,13,23,"36-64"
"AZUAY",-2.8977068,-79.0281434,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-08,"ENCONTRADO",2023-04-16,2023,4,8,8,"13-17"
"PICHINCHA",-0.3808596,-78.53651571,14,"MUJER","SIN_DATO","SIN_DATO",2023-05-23,"DESAPARECIDO",NA,2023,5,23,NA,"13-17"
"EL ORO",-3.47751745,-80.21951946,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-31,"ENCONTRADO",2023-06-05,2023,5,31,5,"13-17"
"LOS RIOS",-0.57563794,-79.36905,13,"MUJER","SIN_DATO","SIN_DATO",2023-03-27,"DESAPARECIDO",NA,2023,3,27,NA,"13-17"
"PICHINCHA",-0.239161,-78.524612,40,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-23,"ENCONTRADO",2023-06-05,2023,5,23,13,"36-64"
"CHIMBORAZO",-1.6215795,-78.80116094,18,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-30,"ENCONTRADO",2023-06-01,2023,5,30,2,"18-35"
"LOJA",-3.9893677,-79.19823781,35,"MUJER","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-04-07,"ENCONTRADO",2023-04-17,2023,4,7,10,"18-35"
"TUNGURAHUA",-1.3065218,-78.6739117,14,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-06,"ENCONTRADO",2023-04-12,2023,4,6,6,"13-17"
"ESMERALDAS",0.93014923,-79.67679977,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-27,"ENCONTRADO",2023-05-02,2023,4,27,5,"13-17"
"PICHINCHA",-0.239161,-78.524612,5,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-23,"ENCONTRADO",2023-06-05,2023,5,23,13,"12 o menos"
"GUAYAS",-2.1241414,-79.5912487,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-09,"ENCONTRADO",2023-04-12,2023,4,9,3,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2723196,-79.1984794,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-29,"ENCONTRADO",2023-06-03,2023,5,29,5,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2521882,-79.1879383,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-09,"ENCONTRADO",2023-04-10,2023,4,9,1,"13-17"
"ESMERALDAS",0.6116137,-80.020655,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-23,"ENCONTRADO",2023-05-07,2023,4,23,14,"13-17"
"PICHINCHA",-0.0875297,-78.4689224,37,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-29,"DESAPARECIDO",NA,2023,5,29,NA,"36-64"
"GUAYAS",-2.1394035,-79.5939034,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-08,"ENCONTRADO",2023-04-12,2023,4,8,4,"13-17"
"LOS RIOS",-1.0311674,-79.4704228,10,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-23,"ENCONTRADO",2023-06-03,2023,4,23,41,"12 o menos"
"PICHINCHA",-0.1379023,-78.5085778,38,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-04-10,"ENCONTRADO",2023-04-11,2023,4,10,1,"36-64"
"PICHINCHA",-0.2331962,-78.5323021,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-17,"ENCONTRADO",2023-05-05,2023,4,17,18,"13-17"
"MANABI",-1.05625301,-80.44004909,25,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-03-01,"ENCONTRADO",2023-04-01,2023,3,1,31,"18-35"
"ESMERALDAS",0.93345296,-79.67087371,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-02,"ENCONTRADO",2023-06-03,2023,5,2,32,"13-17"
"MORONA SANTIAGO",-1.94566696,-77.99000509,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-23,"ENCONTRADO",2023-05-03,2023,3,23,41,"13-17"
"COTOPAXI",-1.07754077,-78.57421875,29,"MUJER","FALLECIDO","ACCIDENTAL",2023-04-05,"FALLECIDO",2023-04-09,2023,4,5,4,"18-35"
"SUCUMBIOS",-0.18818539,-76.6435839,16,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-19,"ENCONTRADO",2023-05-04,2023,4,19,15,"13-17"
"GUAYAS",-2.2514992,-79.8793833,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-31,"ENCONTRADO",2023-06-05,2023,5,31,5,"13-17"
"PICHINCHA",-0.2258521,-78.4927385,25,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-23,"ENCONTRADO",2023-05-08,2023,2,23,74,"18-35"
"PICHINCHA",-0.2331962,-78.5323021,10,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-04-11,"ENCONTRADO",2023-04-11,2023,4,11,0,"12 o menos"
"GUAYAS",-2.2840098,-79.8847104,11,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-24,"ENCONTRADO",2023-05-07,2023,3,24,44,"12 o menos"
"MANABI",-1.0387997,-80.4971178,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-31,"ENCONTRADO",2023-06-02,2023,5,31,2,"13-17"
"PICHINCHA",-0.3153588,-78.5502307,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-06,"ENCONTRADO",2023-05-09,2023,5,6,3,"13-17"
"LOS RIOS",-0.99261981,-79.43959057,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-21,"ENCONTRADO",2023-04-13,2023,3,21,23,"13-17"
"GUAYAS",-2.11906683,-79.96947134,21,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-05,"FALLECIDO",2023-05-08,2023,5,5,3,"18-35"
"GUAYAS",-2.1861706,-79.8578313,27,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-06,"ENCONTRADO",2023-06-05,2023,5,6,30,"18-35"
"GUAYAS",-2.1673437,-79.94644758,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-06,"ENCONTRADO",2023-06-06,2023,5,6,31,"13-17"
"LOS RIOS",-0.9520989,-79.3529799,39,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-05-01,"FALLECIDO",2023-05-09,2023,5,1,8,"36-64"
"GUAYAS",-2.1658732,-79.9191396,18,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-11,"ENCONTRADO",2023-05-02,2023,3,11,52,"18-35"
"PICHINCHA",-0.1702058,-78.4798596,79,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-05,"ENCONTRADO",2023-05-05,2023,5,5,0,"65 o mas"
"LOJA",-4.4594269,-79.51636398,55,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-25,"DESAPARECIDO",NA,2023,5,25,NA,"36-64"
"ESMERALDAS",0.96706388,-79.65267415,31,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-08,"DESAPARECIDO",NA,2023,4,8,NA,"18-35"
"PICHINCHA",-0.136417,-78.4700418,40,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-05-07,"ENCONTRADO",2023-05-09,2023,5,7,2,"36-64"
"CAÑAR",-2.71080908,-78.88273737,22,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-03-27,"ENCONTRADO",2023-04-11,2023,3,27,15,"18-35"
"AZUAY",-2.9231693,-79.0659601,17,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-27,"ENCONTRADO",2023-06-09,2023,5,27,13,"13-17"
"MANABI",-1.04541181,-80.44994895,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-15,"ENCONTRADO",2023-05-31,2023,3,15,77,"13-17"
"CAÑAR",-2.35771587,-79.39788832,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-29,"ENCONTRADO",2023-04-11,2023,1,29,72,"13-17"
"GUAYAS",-2.04654403,-79.9520112,20,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-05-05,"FALLECIDO",2023-05-10,2023,5,5,5,"18-35"
"IMBABURA",0.3242111,-78.1210289,37,"MUJER","SIN_DATO","SIN_DATO",2023-05-26,"DESAPARECIDO",NA,2023,5,26,NA,"36-64"
"PICHINCHA",-0.2213232,-78.5056457,9,"HOMBRE","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-17,"ENCONTRADO",2023-05-09,2023,4,17,22,"12 o menos"
"IMBABURA",0.34374598,-78.12286864,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-12,"ENCONTRADO",2023-06-04,2023,5,12,23,"13-17"
"PICHINCHA",-0.2213232,-78.5056457,49,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-17,"ENCONTRADO",2023-05-09,2023,4,17,22,"36-64"
"PICHINCHA",-0.2213232,-78.5056457,12,"HOMBRE","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-04-17,"ENCONTRADO",2023-05-09,2023,4,17,22,"12 o menos"
"AZUAY",-2.845228,-78.9820087,37,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-20,"ENCONTRADO",2023-05-18,2023,4,20,28,"36-64"
"PICHINCHA",-0.1688904,-78.3706009,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-29,"ENCONTRADO",2023-05-31,2023,5,29,2,"13-17"
"GUAYAS",-2.14449083,-79.88366398,41,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-17,"ENCONTRADO",2023-05-11,2023,4,17,24,"36-64"
"CHIMBORAZO",-1.690178,-78.675141,48,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-25,"ENCONTRADO",2023-06-12,2023,4,25,48,"36-64"
"SUCUMBIOS",0.07239817,-76.881423,12,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-17,"ENCONTRADO",2023-05-09,2023,4,17,22,"12 o menos"
"MORONA SANTIAGO",-2.25504634,-78.161255,15,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-04-03,"ENCONTRADO",2023-05-15,2023,4,3,42,"13-17"
"PICHINCHA",-0.2590715,-78.5291706,52,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-12,"ENCONTRADO",2023-05-17,2023,5,12,5,"36-64"
"PICHINCHA",-0.25137405,-78.537189,30,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-29,"ENCONTRADO",2023-06-03,2023,5,29,5,"18-35"
"ZAMORA CHINCHIPE",-4.86353692,-79.13011976,45,"MUJER","SIN_DATO","SIN_DATO",2023-04-02,"DESAPARECIDO",NA,2023,4,2,NA,"36-64"
"COTOPAXI",-0.94691087,-78.5483616,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-04,"ENCONTRADO",2023-05-08,2023,5,4,4,"13-17"
"BOLIVAR",-1.28653075,-79.31665069,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-18,"ENCONTRADO",2023-06-04,2023,5,18,17,"13-17"
"CHIMBORAZO",-2.19526919,-78.84548664,44,"MUJER","FALLECIDO","ACCIDENTAL",2023-03-26,"FALLECIDO",2023-05-30,2023,3,26,65,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25395396,-79.21067708,24,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","RETARDOS MENTALES",2023-05-06,"ENCONTRADO",2023-05-12,2023,5,6,6,"18-35"
"CHIMBORAZO",-2.19526919,-78.84548664,36,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-03-26,"FALLECIDO",2023-05-18,2023,3,26,53,"36-64"
"SANTA ELENA",-1.82655382,-80.75389981,27,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-03-12,"ENCONTRADO",2023-05-14,2023,3,12,63,"18-35"
"LOS RIOS",-0.7781123,-79.5153773,13,"MUJER","SIN_DATO","SIN_DATO",2023-05-08,"DESAPARECIDO",NA,2023,5,8,NA,"13-17"
"SUCUMBIOS",0.06468813,-76.8781734,21,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-03,"ENCONTRADO",2023-05-18,2023,5,3,15,"18-35"
"ESMERALDAS",0.99263263,-79.65069287,64,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-31,"DESAPARECIDO",NA,2023,5,31,NA,"36-64"
"CHIMBORAZO",-2.19526919,-78.84548664,72,"HOMBRE","SIN_DATO","SIN_DATO",2023-03-26,"DESAPARECIDO",NA,2023,3,26,NA,"65 o mas"
"SUCUMBIOS",0.0752971,-76.87950253,15,"MUJER","PROBLEMAS PSICOLÓGICOS","PROBLEMAS DE CONDUCTA",2023-04-10,"ENCONTRADO",2023-06-08,2023,4,10,59,"13-17"
"COTOPAXI",-0.802964,-78.66876,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-05-01,"ENCONTRADO",2023-05-08,2023,5,1,7,"13-17"
"AZUAY",-3.0660865,-79.0409389,68,"HOMBRE","SIN_DATO","SIN_DATO",2023-05-07,"DESAPARECIDO",NA,2023,5,7,NA,"65 o mas"
"MORONA SANTIAGO",-2.3127291,-78.1022309,24,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-07,"ENCONTRADO",2023-05-10,2023,5,7,3,"18-35"
"CHIMBORAZO",-2.19526919,-78.84548664,66,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-03-26,"FALLECIDO",2023-05-31,2023,3,26,66,"65 o mas"
"LOJA",-3.97760578,-79.6476995,13,"MUJER","SIN_DATO","SIN_DATO",2023-05-02,"DESAPARECIDO",NA,2023,5,2,NA,"13-17"
"CHIMBORAZO",-1.67553654,-78.67293465,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-11,"ENCONTRADO",2023-04-13,2023,4,11,2,"13-17"
"SANTA ELENA",-2.219179,-80.961044,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-26,"ENCONTRADO",2023-04-16,2023,2,26,49,"13-17"
"PICHINCHA",0.04052913,-78.20788017,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"13-17"
"PICHINCHA",0.04052913,-78.20788017,2,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-04-06,"ENCONTRADO",2023-04-06,2023,4,6,0,"12 o menos"
"GUAYAS",-2.2366414,-79.8964738,76,"MUJER","FALLECIDO","NO DETERMINADA",2023-04-11,"FALLECIDO",2023-04-18,2023,4,11,7,"65 o mas"
"GUAYAS",-2.2546754,-79.8792876,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-23,"ENCONTRADO",2023-05-17,2023,4,23,24,"13-17"
"IMBABURA",0.3323852,-78.2162833,43,"HOMBRE","SIN_DATO","SIN_DATO",2023-04-01,"DESAPARECIDO",NA,2023,4,1,NA,"36-64"
"PICHINCHA",-0.1383122,-78.494209,68,"MUJER","FALLECIDO","NO DETERMINADA",2023-05-17,"FALLECIDO",2023-05-31,2023,5,17,14,"65 o mas"
"IMBABURA",0.2211984,-78.1696601,44,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-02,"ENCONTRADO",2023-04-21,2023,4,2,19,"36-64"
"GUAYAS",-2.1307109,-79.93792217,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-17,"ENCONTRADO",2023-06-03,2023,5,17,17,"13-17"
"COTOPAXI",-0.91461589,-78.62872124,14,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-06,"ENCONTRADO",2023-05-07,2023,5,6,1,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.4157315,-79.2747132,80,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-04-09,"ENCONTRADO",2023-04-14,2023,4,9,5,"65 o mas"
"MORONA SANTIAGO",-2.3074378,-78.1202307,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-04-05,"ENCONTRADO",2023-04-13,2023,4,5,8,"13-17"
"ESMERALDAS",1.08916769,-78.99154739,13,"HOMBRE","SIN_DATO","SIN_DATO",2023-01-09,"DESAPARECIDO",NA,2023,1,9,NA,"13-17"
"GUAYAS",-2.25471981,-79.8789651,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-12,"ENCONTRADO",2023-04-12,2023,3,12,31,"13-17"
"PICHINCHA",-0.327644,-78.5673547,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-09,"ENCONTRADO",2023-05-10,2023,5,9,1,"13-17"
"COTOPAXI",-0.968366,-78.694613,21,"HOMBRE","EXTRAVIADA","HOSPITALIZADO",2023-05-08,"ENCONTRADO",2023-05-18,2023,5,8,10,"18-35"
"GUAYAS",-2.21029268,-79.91424222,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-17,"ENCONTRADO",2023-05-23,2023,2,17,95,"13-17"
"CARCHI",0.8150687,-77.7165925,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-04-12,"ENCONTRADO",2023-04-13,2023,4,12,1,"13-17"
"AZUAY",-3.11088936,-79.64318155,17,"HOMBRE","FALLECIDO","ASESINATO",2023-04-09,"FALLECIDO",2023-04-12,2023,4,9,3,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2521882,-79.1879383,25,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-15,"ENCONTRADO",2023-06-12,2023,3,15,89,"18-35"
"PICHINCHA",-0.376612,-78.5547283,32,"HOMBRE","FALLECIDO","ACCIDENTAL",2023-05-06,"FALLECIDO",2023-05-10,2023,5,6,4,"18-35"
"PICHINCHA",-0.29719077,-78.52834858,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-29,"ENCONTRADO",2023-04-13,2023,3,29,15,"13-17"
"PICHINCHA",-0.2142238,-78.5107083,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-05-09,"ENCONTRADO",2023-05-11,2023,5,9,2,"13-17"
