Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
SANTO DOMINGO DE LOS TSACHILAS;-0,40608915;-79,29997084;21;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/03/2023;ENCONTRADO;05/03/2023
NAPO;-0,97840800;-77,85285200;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;22/04/2023;ENCONTRADO;29/04/2023
CHIMBORAZO;-1,67931700;-78,65138820;13;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/04/2023;ENCONTRADO;06/04/2023
IMBABURA;0,35129020;-78,14290320;52;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;26/05/2023;ENCONTRADO;27/05/2023
PICHINCHA;-0,19077513;-78,51053236;37;HOMBRE;SIN_DATO;SIN_DATO;02/01/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,09604880;-78,42403280;55;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;30/05/2023;ENCONTRADO;02/06/2023
AZUAY;-2,89200217;-78,97585481;45;HOMBRE;SIN_DATO;SIN_DATO;22/03/2023;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,00844080;-79,46043200;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/05/2023;ENCONTRADO;04/05/2023
PICHINCHA;-0,33016260;-78,45107290;32;MUJER;SIN_DATO;SIN_DATO;01/04/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,29497630;-78,52878120;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/04/2023;ENCONTRADO;10/04/2023
CHIMBORAZO;-1,67096020;-78,66330270;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/05/2023;ENCONTRADO;05/05/2023
PICHINCHA;-0,30652496;-78,56330954;31;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;03/05/2023;ENCONTRADO;04/05/2023
COTOPAXI;-0,94728453;-78,61552329;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/05/2023;ENCONTRADO;01/06/2023
GUAYAS;-2,23085310;-79,91752110;12;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/03/2023;ENCONTRADO;07/04/2023
CHIMBORAZO;-1,69305140;-78,64388080;31;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/04/2023;ENCONTRADO;29/04/2023
PICHINCHA;-0,27021130;-78,54040060;14;MUJER;SIN_DATO;SIN_DATO;30/05/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,27119178;-79,46499822;19;MUJER;SIN_DATO;SIN_DATO;02/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,21170020;-79,81986920;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/02/2023;ENCONTRADO;31/05/2023
LOS RIOS;-1,02251240;-79,46040350;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/04/2023;ENCONTRADO;08/04/2023
GUAYAS;-2,10106160;-79,96085880;35;HOMBRE;FALLECIDO;NO DETERMINADA;06/04/2023;FALLECIDO;07/04/2023
PICHINCHA;-0,25844202;-78,52858909;15;MUJER;SIN_DATO;SIN_DATO;15/04/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,95111348;-80,72452808;25;HOMBRE;SIN_DATO;SIN_DATO;25/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;0,11666700;-79,26666700;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;10/04/2023;ENCONTRADO;31/05/2023
LOJA;-3,97139392;-79,19876575;10;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/01/2023;ENCONTRADO;06/04/2023
COTOPAXI;-0,68311599;-78,63226032;21;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;03/06/2023
TUNGURAHUA;-1,39477182;-78,40882476;51;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/05/2023;ENCONTRADO;05/06/2023
COTOPAXI;-0,68311599;-78,63226032;1;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;03/06/2023
GUAYAS;-2,08340024;-79,97287720;6;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;14/06/2023
GUAYAS;-2,08340024;-79,97287720;21;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;14/06/2023
ESMERALDAS;0,70290865;-79,54087983;46;HOMBRE;FALLECIDO;NO DETERMINADA;27/04/2023;FALLECIDO;29/04/2023
GUAYAS;-2,14229541;-79,93853071;53;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/04/2023;ENCONTRADO;07/04/2023
ESMERALDAS;0,92543356;-79,65933012;31;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;01/04/2023;ENCONTRADO;31/05/2023
PICHINCHA;-0,21707900;-78,48869120;35;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/04/2023;ENCONTRADO;07/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24402664;-79,18487191;21;MUJER;FALLECIDO;ASESINATO;04/04/2023;FALLECIDO;07/04/2023
GUAYAS;-2,05474727;-79,95547861;28;HOMBRE;FALLECIDO;NO DETERMINADA;29/05/2023;FALLECIDO;02/06/2023
EL ORO;-3,47877483;-80,21008433;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/04/2023;ENCONTRADO;31/05/2023
PICHINCHA;-0,08398860;-78,50876760;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/04/2023;ENCONTRADO;09/04/2023
GUAYAS;-2,16973498;-79,83955447;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/04/2023;ENCONTRADO;04/05/2023
EL ORO;-3,68951421;-79,60676187;57;HOMBRE;SIN_DATO;SIN_DATO;22/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,17076968;-79,80733747;14;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;20/04/2023;ENCONTRADO;03/05/2023
PICHINCHA;-0,06624170;-78,46595130;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/05/2023;ENCONTRADO;01/06/2023
PICHINCHA;-0,08398860;-78,50876760;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/04/2023;ENCONTRADO;09/04/2023
CHIMBORAZO;-1,81519451;-78,58550449;20;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/05/2023;ENCONTRADO;01/06/2023
CHIMBORAZO;-1,81519451;-78,58550449;1;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/05/2023;ENCONTRADO;01/06/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,24176246;-79,34486087;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;13/05/2023;ENCONTRADO;07/06/2023
MANABI;-0,40106900;-80,07978100;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;02/04/2023;ENCONTRADO;06/04/2023
GUAYAS;-2,16897400;-79,83972070;28;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/04/2023;ENCONTRADO;17/05/2023
PICHINCHA;-0,29304050;-78,54975920;61;HOMBRE;FALLECIDO;NO DETERMINADA;20/05/2023;FALLECIDO;01/06/2023
GUAYAS;-2,08341260;-79,92762810;78;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;29/04/2023;ENCONTRADO;18/05/2023
LOS RIOS;-0,95143103;-79,35048339;72;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;04/04/2023;ENCONTRADO;11/04/2023
LOS RIOS;-0,95143103;-79,35048339;56;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;04/04/2023;ENCONTRADO;11/04/2023
PICHINCHA;-0,26863670;-78,54008340;47;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;06/04/2023;ENCONTRADO;09/04/2023
PICHINCHA;-0,28562110;-78,56504310;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/04/2023;ENCONTRADO;09/04/2023
PICHINCHA;-0,32519828;-78,56338531;17;MUJER;SIN_DATO;SIN_DATO;25/03/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,08308743;-79,92917031;30;HOMBRE;SIN_DATO;SIN_DATO;05/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,12240860;-78,46524830;14;MUJER;SIN_DATO;SIN_DATO;12/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,10351710;-79,95593160;23;HOMBRE;FALLECIDO;NO DETERMINADA;20/05/2023;FALLECIDO;26/05/2023
PICHINCHA;-0,28562110;-78,56504310;68;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/04/2023;ENCONTRADO;09/04/2023
IMBABURA;0,22429930;-78,26036280;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/03/2023;ENCONTRADO;15/03/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27006993;-79,12166563;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/04/2023;ENCONTRADO;06/04/2023
PICHINCHA;0,06656654;-78,12744325;17;MUJER;SIN_DATO;SIN_DATO;19/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,16897400;-79,83972070;19;HOMBRE;FALLECIDO;ASESINATO;27/04/2023;FALLECIDO;05/05/2023
PICHINCHA;-0,25942440;-78,50425670;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/04/2023;ENCONTRADO;09/04/2023
EL ORO;-3,47711364;-80,22237869;13;MUJER;SIN_DATO;SIN_DATO;26/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,32794210;-78,54094160;17;MUJER;SIN_DATO;SIN_DATO;31/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,10168849;-79,98970136;15;MUJER;SIN_DATO;SIN_DATO;07/04/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,14879460;-78,50644730;32;MUJER;FALLECIDO;NO DETERMINADA;29/05/2023;FALLECIDO;05/06/2023
GUAYAS;-2,07215490;-79,93451410;59;HOMBRE;FISCALÍA;FISCALÍA;23/05/2023;ENCONTRADO;01/06/2023
COTOPAXI;-0,93366793;-78,60400465;35;HOMBRE;EXTRAVIADA;HOSPITALIZADO;13/04/2023;ENCONTRADO;01/06/2023
GUAYAS;-2,16554702;-79,83410674;56;HOMBRE;FALLECIDO;NO DETERMINADA;07/04/2023;FALLECIDO;09/05/2023
PICHINCHA;-0,28609660;-78,52638150;25;HOMBRE;FALLECIDO;NO DETERMINADA;06/04/2023;FALLECIDO;09/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,22290319;-79,19184497;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/05/2023;ENCONTRADO;03/06/2023
LOJA;-4,01279450;-79,22590410;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;12/06/2023
PICHINCHA;-0,30078300;-78,53860780;17;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/04/2023;ENCONTRADO;08/04/2023
PICHINCHA;-0,21990870;-78,51869950;22;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;08/04/2023;ENCONTRADO;09/04/2023
MANABI;0,10879000;-80,04149000;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/05/2023;ENCONTRADO;01/06/2023
CHIMBORAZO;-1,67121000;-78,65225018;19;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2023;ENCONTRADO;09/04/2023
NAPO;-1,07385070;-77,78955460;17;MUJER;SIN_DATO;SIN_DATO;28/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13141194;-79,96288376;24;HOMBRE;FALLECIDO;NO DETERMINADA;07/04/2023;FALLECIDO;20/04/2023
LOS RIOS;-1,02251240;-79,46040350;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;28/05/2023;ENCONTRADO;03/06/2023
GUAYAS;-2,20927170;-79,43276370;23;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;04/04/2023;ENCONTRADO;13/04/2023
MANABI;-0,95327530;-80,74296710;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/05/2023;ENCONTRADO;01/06/2023
GUAYAS;-2,24288745;-79,90907591;26;HOMBRE;SIN_DATO;SIN_DATO;04/04/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,14661711;-79,89145257;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;02/02/2023;ENCONTRADO;05/05/2023
PICHINCHA;-0,21882160;-78,51354890;75;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/05/2023;ENCONTRADO;02/06/2023
MORONA SANTIAGO;-2,26572246;-78,13147491;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/04/2023;ENCONTRADO;09/04/2023
PICHINCHA;-0,30860020;-78,56182650;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/04/2023;ENCONTRADO;08/04/2023
GUAYAS;-1,84203000;-79,99605000;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/05/2023;ENCONTRADO;10/05/2023
GUAYAS;-1,84203000;-79,99605000;1;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/05/2023;ENCONTRADO;10/05/2023
PICHINCHA;-0,32794210;-78,54094160;52;HOMBRE;FALLECIDO;NO DETERMINADA;09/04/2023;FALLECIDO;11/04/2023
CHIMBORAZO;-1,67472078;-78,66382592;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/04/2023;ENCONTRADO;05/05/2023
GUAYAS;-2,28053550;-79,87573510;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/05/2023;ENCONTRADO;06/06/2023
PICHINCHA;-0,25822610;-78,52603020;71;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/04/2023;ENCONTRADO;10/04/2023
CHIMBORAZO;-1,63862598;-78,50928838;23;HOMBRE;FALLECIDO;ACCIDENTAL;08/04/2023;FALLECIDO;09/04/2023
GUAYAS;-2,08603300;-79,99572370;16;MUJER;SIN_DATO;SIN_DATO;23/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,24027910;-79,92206860;20;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;30/05/2023;ENCONTRADO;02/06/2023
LOS RIOS;-0,77811230;-79,51537730;67;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/03/2023;ENCONTRADO;10/04/2023
GUAYAS;-2,19905303;-79,93375209;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/04/2023;ENCONTRADO;24/04/2023
GUAYAS;-2,16897400;-79,83972070;28;MUJER;PROBLEMAS SOCIALES;DROGADICCION;02/04/2023;ENCONTRADO;09/04/2023
GUAYAS;-2,08391726;-79,98414579;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/04/2023;ENCONTRADO;18/05/2023
GUAYAS;-2,18809850;-79,99968850;20;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/05/2023;ENCONTRADO;06/06/2023
LOS RIOS;-0,87715941;-79,48770307;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;21/03/2023;ENCONTRADO;29/03/2023
LOS RIOS;-1,56490654;-79,75042105;16;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/05/2023;ENCONTRADO;02/06/2023
CAÑAR;-2,42982610;-79,33107737;24;HOMBRE;SIN_DATO;SIN_DATO;24/04/2023;DESAPARECIDO;SIN_DATO
MANABI;-0,71400220;-80,10935700;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/04/2023;ENCONTRADO;14/04/2023
LOS RIOS;-1,56490654;-79,75042105;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;10/05/2023;ENCONTRADO;02/06/2023
GUAYAS;-2,12936500;-79,90317760;59;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;13/04/2023;ENCONTRADO;06/05/2023
AZUAY;-2,89770680;-79,02814340;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2023;ENCONTRADO;16/04/2023
PICHINCHA;-0,38085960;-78,53651571;14;MUJER;SIN_DATO;SIN_DATO;23/05/2023;DESAPARECIDO;SIN_DATO
EL ORO;-3,47751745;-80,21951946;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;31/05/2023;ENCONTRADO;05/06/2023
LOS RIOS;-0,57563794;-79,36905000;13;MUJER;SIN_DATO;SIN_DATO;27/03/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,23916100;-78,52461200;40;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/05/2023;ENCONTRADO;05/06/2023
CHIMBORAZO;-1,62157950;-78,80116094;18;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;30/05/2023;ENCONTRADO;01/06/2023
LOJA;-3,98936770;-79,19823781;35;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;07/04/2023;ENCONTRADO;17/04/2023
TUNGURAHUA;-1,30652180;-78,67391170;14;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/04/2023;ENCONTRADO;12/04/2023
ESMERALDAS;0,93014923;-79,67679977;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/04/2023;ENCONTRADO;02/05/2023
PICHINCHA;-0,23916100;-78,52461200;5;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/05/2023;ENCONTRADO;05/06/2023
GUAYAS;-2,12414140;-79,59124870;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/04/2023;ENCONTRADO;12/04/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,27231960;-79,19847940;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/05/2023;ENCONTRADO;03/06/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25218820;-79,18793830;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/04/2023;ENCONTRADO;10/04/2023
ESMERALDAS;0,61161370;-80,02065500;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;23/04/2023;ENCONTRADO;07/05/2023
PICHINCHA;-0,08752970;-78,46892240;37;HOMBRE;SIN_DATO;SIN_DATO;29/05/2023;DESAPARECIDO;SIN_DATO
GUAYAS;-2,13940350;-79,59390340;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/04/2023;ENCONTRADO;12/04/2023
LOS RIOS;-1,03116740;-79,47042280;10;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/04/2023;ENCONTRADO;03/06/2023
PICHINCHA;-0,13790230;-78,50857780;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;10/04/2023;ENCONTRADO;11/04/2023
PICHINCHA;-0,23319620;-78,53230210;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;17/04/2023;ENCONTRADO;05/05/2023
MANABI;-1,05625301;-80,44004909;25;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;01/03/2023;ENCONTRADO;01/04/2023
ESMERALDAS;0,93345296;-79,67087371;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/05/2023;ENCONTRADO;03/06/2023
MORONA SANTIAGO;-1,94566696;-77,99000509;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/03/2023;ENCONTRADO;03/05/2023
COTOPAXI;-1,07754077;-78,57421875;29;MUJER;FALLECIDO;ACCIDENTAL;05/04/2023;FALLECIDO;09/04/2023
SUCUMBIOS;-0,18818539;-76,64358390;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;19/04/2023;ENCONTRADO;04/05/2023
GUAYAS;-2,25149920;-79,87938330;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;31/05/2023;ENCONTRADO;05/06/2023
PICHINCHA;-0,22585210;-78,49273850;25;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;23/02/2023;ENCONTRADO;08/05/2023
PICHINCHA;-0,23319620;-78,53230210;10;HOMBRE;EXTRAVIADA;PERSONA EXTRAVIADA;11/04/2023;ENCONTRADO;11/04/2023
GUAYAS;-2,28400980;-79,88471040;11;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;24/03/2023;ENCONTRADO;07/05/2023
MANABI;-1,03879970;-80,49711780;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;31/05/2023;ENCONTRADO;02/06/2023
PICHINCHA;-0,31535880;-78,55023070;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/05/2023;ENCONTRADO;09/05/2023
LOS RIOS;-0,99261981;-79,43959057;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/03/2023;ENCONTRADO;13/04/2023
GUAYAS;-2,11906683;-79,96947134;21;HOMBRE;FALLECIDO;NO DETERMINADA;05/05/2023;FALLECIDO;08/05/2023
GUAYAS;-2,18617060;-79,85783130;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/05/2023;ENCONTRADO;05/06/2023
GUAYAS;-2,16734370;-79,94644758;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/05/2023;ENCONTRADO;06/06/2023
LOS RIOS;-0,95209890;-79,35297990;39;HOMBRE;FALLECIDO;ACCIDENTAL;01/05/2023;FALLECIDO;09/05/2023
GUAYAS;-2,16587320;-79,91913960;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;11/03/2023;ENCONTRADO;02/05/2023
PICHINCHA;-0,17020580;-78,47985960;79;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/05/2023;ENCONTRADO;05/05/2023
LOJA;-4,45942690;-79,51636398;55;HOMBRE;SIN_DATO;SIN_DATO;25/05/2023;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,96706388;-79,65267415;31;HOMBRE;SIN_DATO;SIN_DATO;08/04/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,13641700;-78,47004180;40;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;07/05/2023;ENCONTRADO;09/05/2023
CAÑAR;-2,71080908;-78,88273737;22;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;27/03/2023;ENCONTRADO;11/04/2023
AZUAY;-2,92316930;-79,06596010;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/05/2023;ENCONTRADO;09/06/2023
MANABI;-1,04541181;-80,44994895;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/03/2023;ENCONTRADO;31/05/2023
CAÑAR;-2,35771587;-79,39788832;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/01/2023;ENCONTRADO;11/04/2023
GUAYAS;-2,04654403;-79,95201120;20;HOMBRE;FALLECIDO;NO DETERMINADA;05/05/2023;FALLECIDO;10/05/2023
IMBABURA;0,32421110;-78,12102890;37;MUJER;SIN_DATO;SIN_DATO;26/05/2023;DESAPARECIDO;SIN_DATO
PICHINCHA;-0,22132320;-78,50564570;9;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/04/2023;ENCONTRADO;09/05/2023
IMBABURA;0,34374598;-78,12286864;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;12/05/2023;ENCONTRADO;04/06/2023
PICHINCHA;-0,22132320;-78,50564570;49;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/04/2023;ENCONTRADO;09/05/2023
PICHINCHA;-0,22132320;-78,50564570;12;HOMBRE;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;17/04/2023;ENCONTRADO;09/05/2023
AZUAY;-2,84522800;-78,98200870;37;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;20/04/2023;ENCONTRADO;18/05/2023
PICHINCHA;-0,16889040;-78,37060090;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;29/05/2023;ENCONTRADO;31/05/2023
GUAYAS;-2,14449083;-79,88366398;41;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/04/2023;ENCONTRADO;11/05/2023
CHIMBORAZO;-1,69017800;-78,67514100;48;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/04/2023;ENCONTRADO;12/06/2023
SUCUMBIOS;0,07239817;-76,88142300;12;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/04/2023;ENCONTRADO;09/05/2023
MORONA SANTIAGO;-2,25504634;-78,16125500;15;MUJER;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;03/04/2023;ENCONTRADO;15/05/2023
PICHINCHA;-0,25907150;-78,52917060;52;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;12/05/2023;ENCONTRADO;17/05/2023
PICHINCHA;-0,25137405;-78,53718900;30;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/05/2023;ENCONTRADO;03/06/2023
ZAMORA CHINCHIPE;-4,86353692;-79,13011976;45;MUJER;SIN_DATO;SIN_DATO;02/04/2023;DESAPARECIDO;SIN_DATO
COTOPAXI;-0,94691087;-78,54836160;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/05/2023;ENCONTRADO;08/05/2023
BOLIVAR;-1,28653075;-79,31665069;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/05/2023;ENCONTRADO;04/06/2023
CHIMBORAZO;-2,19526919;-78,84548664;44;MUJER;FALLECIDO;ACCIDENTAL;26/03/2023;FALLECIDO;30/05/2023
SANTO DOMINGO DE LOS TSACHILAS;-0,25395396;-79,21067708;24;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;06/05/2023;ENCONTRADO;12/05/2023
